BildId	Omrade	Strak	Bildnr	X-koordinat	Y-koordinat	Hojd	Bildoverl	Strakoverl	Kamera	K-konst	Tidpunkt	GSD	SolHojd	SolAzimut
65_Da_168_49		0	0			0						0.0		
65_Da_168_50		0	0			0						0.0		
65_Da_168_51		0	0			0						0.0		
65_Db_188_16		0	0			0						0.0		
65_Db_188_17		0	0			0						0.0		
65_Db_188_18		0	0			0						0.0		
65_Dc_164_61		0	0			0						0.0		
65_Dc_164_62		0	0			0						0.0		
